Original,Inflection,rbl_ara,is_same
وأى,يئي,,False
وأى,تئي,,False
وأى,يئيان,,False
وأى,يئيا,,False
وأى,تئيان,,False
وأى,تئيا,,False
وأى,يؤن,آن,False
وأى,يؤا,,False
وأى,يئين,آن,False
وأى,نئي,نَيْء,False
وأى,وأيت,أيت,False
وأى,وأيت,أيت,False
وأى,وأيت,أيت,False
وأى,وأيتم,أَيْتَم,False
وأى,وأيتن,أيتن,False
وأى,وأى,أَيّ,False
وأى,وأت,,False
وأى,وأيا,أَيّ,False
وأى,وأتا,أتا,False
وأى,وأوا,أوا,False
وأى,وأين,أَيْنَ,False
وأى,وأينا,أَيَّن,False
وأى,إ,إِ,False
وأى,إي,إِي,False
وأى,أوا,,False
وأى,إين,,False
وقى,وقى,قِياء,False
وقى,أقي,وَقَى,False
وقى,تقي,وَقَى,False
وقى,تقين,تَقَى,False
وقى,تقي,وَقَى,False
وقى,تقون,وَقَى,False
وقى,تقوا,تَقَى,False
وقى,تقين,تَقَى,False
وقى,يقي,وَقَى,False
وقى,تقي,وَقَى,False
وقى,يقيان,وَقَى,False
وقى,يقيا,وَقَى,False
وقى,تقيان,وَقَى,False
وقى,تقيا,تَقَى,False
وقى,يقون,وَقَى,False
وقى,يقوا,وَقَى,False
وقى,يقين,يَقِين,False
وقى,نقي,نَقَّى,False
وقى,وقيت,وَقَى,False
وقى,وقيت,وَقَى,False
وقى,وقيت,وَقَى,False
وقى,وقيتم,وَقَى,False
وقى,وقيتن,وَقَى,False
وقى,وقى,قِياء,False
وقى,وقت,وَقْت,False
وقى,وقيا,قِياء,False
وقى,وقيتا,وَقِيّ,False
وقى,وقوا,قَواء,False
وقى,وقين,قَيْن,False
وقى,وقينا,وَقَى,False
وقى,ق,,False
وقى,قي,قِياء,False
وقى,قوا,قَواء,False
وقى,قن,قُنّ,False
وعى,وعى,عَيّ,False
وعى,أعي,وَعَى,False
وعى,تعي,وَعَى,False
وعى,تعي,وَعَى,False
وعى,تعين,عَيَّن,False
وعى,تعون,وَعَى,False
وعى,تعوا,وَعَى,False
وعى,تعين,عَيَّن,False
وعى,يعي,وَعَى,False
وعى,تعي,وَعَى,False
وعى,يعيان,وَعَى,False
وعى,يعيا,عَيّ,False
وعى,تعيان,وَعَى,False
وعى,تعيا,عَيّ,False
وعى,يعون,وَعَى,False
وعى,يعوا,وَعَى,False
وعى,يعين,أَعان,False
وعى,نعي,نَعَى,False
وعى,وعيت,عَيّ,False
وعى,وعيت,عَيّ,False
وعى,وعيت,عَيّ,False
وعى,وعيتم,وَعَى,False
وعى,وعيتن,وَعَى,False
وعى,وعى,عَيّ,False
وعى,وعت,وَعَّى,False
وعى,وعيا,عَياء,False
وعى,وعيتا,عَيّ,False
وعى,وعوا,وَعَّى,False
وعى,وعين,عَيَّن,False
وعى,وعينا,عَيَّن,False
وعى,ع,,False
وعى,عي,عَيّ,False
وعى,عوا,عُواء,False
وعى,عين,عَيْن,False
شوى,شوى,شَواة,False
شوى,أشوي,شَوَى,False
شوى,تشوي,شَوَى,False
شوى,تشوي,شَوَى,False
شوى,تشوين,تَشْوِين,False
شوى,تشون,شَوَّن,False
شوى,تشوا,وَشَى,False
شوى,تشون,شَوَّن,False
شوى,يشوي,شَوَى,False
شوى,تشوي,شَوَى,False
شوى,يشويان,شَوَى,False
شوى,يشويا,شَوَى,False
شوى,تشويان,شَوَى,False
شوى,تشويا,شَوَى,False
شوى,يشون,شَوَّن,False
شوى,يشوا,وَشَى,False
شوى,يشون,شَوَّن,False
شوى,نشوي,شَوَى,False
شوى,شويت,شَوَى,False
شوى,شويت,شَوَى,False
شوى,شويت,شَوَى,False
شوى,شويتم,شَوَى,False
شوى,شويتن,شَوَى,False
شوى,شوى,شَواة,False
شوى,شوت,شَوَى,False
شوى,شويا,شُوَيّ,False
شوى,شوتا,شَوَى,False
شوى,شووا,شَوَى,False
شوى,شوين,شَوَى,False
شوى,شوينا,شَوَى,False
شوى,أشو,شَوَى,False
شوى,إشوي,,False
شوى,إشوا,,False
شوى,إشوين,,False
أتى,أتى,أَتَى,False
أتى,آتي,آتَى,False
أتى,تأتي,أَتَى,False
أتى,تأتي,أَتَى,False
أتى,تأتين,أَتَى,False
أتى,تأتون,أَتَى,False
أتى,تأتوا,تَأَتَّى,False
أتى,تأتين,أَتَى,False
أتى,يأتي,أَتَى,False
أتى,تأتي,أَتَى,False
أتى,يأيتان,,False
أتى,يأتيا,أَتَى,False
أتى,تأتيان,أَتَى,False
أتى,تأتيا,تَأَتَّى,False
أتى,يأتون,أَتَى,False
أتى,يأتوا,أَتَى,False
أتى,يأتين,أَتَى,False
أتى,نأتي,أَتَى,False
أتى,أتيت,أَتَى,False
أتى,أتيت,أَتَى,False
أتى,أتيت,أَتَى,False
أتى,أتيتم,أَتَى,False
أتى,أتيتن,أَتَى,False
أتى,أتى,أَتَى,False
أتى,أتت,أَتَى,False
أتى,أتيا,أَتَى,False
أتى,أتتا,أَتَى,False
أتى,أتوا,أَتَى,False
أتى,أتين,أَتَى,False
أتى,أتينا,أَتَى,False
أتى,إيت,,False
أتى,إيتي,,False
أتى,إتوا,,False
أتى,إتين,,False
